id	tgt_text
audio_0_7	▁a nd ▁the n ▁the ▁trans l ation ▁o f ▁the ▁o ri g in ▁th at ▁i s ▁al so ▁no ▁th at ▁i s ▁al so ▁represent ed ▁b y ▁th is ▁par ame ter ▁a nd ▁in ▁f a ct ▁th is ▁i s ▁the ▁cent er ▁o f ▁the ▁c ame ra ▁cent er ▁th is ▁i s ▁al so ▁sho w n ▁h ere ▁so ▁the se ▁a re ▁ d i f f er ent ▁ k i nd s ▁o f ▁no ▁in f o r m ation ▁wh i ch ▁i s ▁ em b ed d ed ▁in ▁th is ▁par t ic u lar ▁matrix ▁represent ation ▁y ou ▁sho u ld ▁not e ▁the ▁f e at u re ▁o f ▁a ▁c ame ra ▁ca li b ration ▁matrix
audio_0_91	▁so ▁we ▁wi ll ▁represent ▁the ▁correspond ing ▁matrix ▁a s ▁a ▁th is ▁matrix ▁i f ▁i ▁s ta c k ▁a ll ▁the se ▁r ow s ▁the n ▁we ▁c all ▁th is ▁matrix ▁a s ▁a ▁wh i ch ▁i s ▁o f ▁dimension ▁to ▁n ▁c ro s s ▁1 2
audio_0_83	▁so ▁in ▁th is ▁w a y ▁y ou ▁r equi re ▁s ix ▁su ch ▁point ▁correspondences ▁a nd ▁y ou ▁can ▁form ▁1 2 ▁equations ▁independent ▁equations ▁a nd ▁u se ▁it ▁to ▁ der ive ▁the ▁est ima te ▁the se ▁par ame ter s ▁o f ▁the ▁projecti on ▁matrix
audio_0_52	▁i f ▁i ▁not e ▁the ▁dimension ▁see ▁ ea ch ▁ one ▁i s ▁a ▁1 ▁c ro s s ▁3
audio_0_89	▁th at ▁sho u ld ▁be ▁the ▁dimension ▁o f ▁the ▁matrix
audio_0_8	▁it ▁can ▁be ▁sho w n ▁a s ▁a ▁c o m b in ation ▁o f ▁ d i f f er ent ▁t y p e s ▁o f ▁matrices
audio_0_13	▁so ▁m ▁out ▁o f ▁the m ▁the ▁fi rst ▁3 ▁c ro s s ▁3 ▁su b ▁matrix ▁th at ▁ le f t ▁ le f t ▁si d e ▁o f ▁ma tri m at r ix ▁wi th ▁3 ▁c ro s s ▁3 ▁su b ▁matrix ▁i s ▁de n o t ed ▁b y ▁a ▁s y m b o l ▁s a y ▁m ▁a nd ▁the ▁f ou r th ▁c olu m n ▁vector ▁th at ▁me ans ▁th is ▁i s ▁a ▁3 ▁c ro s s ▁1 ▁c olu m n ▁vector ▁th at ▁i s ▁al so ▁de n o t ed ▁b y ▁p ▁ 4 ▁so ▁th is ▁represent ation ▁i s ▁m ▁a nd ▁th is ▁ se p a ration ▁ just ▁sho w ▁th at ▁th is ▁i s ▁a ▁su b ▁matrix ▁a nd ▁th is ▁i s ▁p 4
audio_0_59	▁so ▁it ▁wi ll ▁be ▁w 1 ▁x i ▁trans pose ▁r 2 ▁m inu s ▁y ▁i ▁x i ▁trans pose ▁r 3
audio_0_88	▁so ▁y ou ▁wi ll ▁ge t ▁in ▁th is ▁ca se ▁the ▁to t al ▁dimension ▁h ere ▁n um b er ▁o f ▁c olu m n ▁i s ▁ e q u al ▁to ▁1 2 ▁a nd ▁th is ▁th is ▁w a s ▁t wo ▁r ow s ▁for ▁ e nd ▁point ▁correspondences
audio_0_17	▁so ▁th is ▁i s ▁h ow ▁we ▁can ▁represent ▁a ▁projecti on ▁matrix ▁wi th ▁the se ▁not ation s
audio_0_54	▁so ▁we ▁can n o t ▁si m p l y ▁equat e ▁the ▁sc ale s ▁o f ▁th is ▁a nd ▁th is
audio_0_50	▁so ▁ le t ▁me ▁c on t inu e ▁th is ▁o per ation ▁f u r ther
audio_0_58	▁so ▁it ▁wi ll ▁be ▁w 1 ▁x i ▁trans pose ▁r 2 ▁m inu s ▁y ▁i ▁x i ▁trans pose ▁r 3
audio_0_48	▁so ▁th is ▁i s ▁the ▁fi rst ▁ compo n ent ▁a nd ▁o ther ▁ compo n ent s ▁a nd ▁the n ▁th at ▁i s ▁ e q u al ▁to ▁ 0 ▁ 0
audio_0_21	▁it ▁ge t s ▁al i g n ed ▁wi th ▁the ▁c ame ra ▁cent r ic ▁coordinate ▁s y st em
audio_0_99	▁so ▁the ▁s ta nd a rd ▁t e ch n i q u e ▁i s ▁th at ▁we ▁n e ed ▁to ▁m in i m i z e ▁th is ▁o b j ec t ive ▁f u n c tion ▁give n ▁the ▁it ▁i s ▁a ▁no r m ▁o f ▁a ▁p ▁a ▁i s ▁th is ▁correspond ing ▁matrix ▁a ▁i s ▁the ▁s ame ▁matrix ▁wh i ch ▁i s ▁ der ive d ▁f ro m ▁the ▁point ▁correspondences ▁a nd ▁p ▁i s ▁y ou r ▁s olu tion ▁th at ▁me ans ▁the ▁element s ▁o f ▁the ▁projecti on ▁matrix ▁wh i ch ▁i s ▁represent ed ▁in ▁the ▁form ▁o f ▁th is ▁th at ▁me ans ▁a ll ▁r ow ▁vector s ▁a re ▁c on c at en at ed ▁ one ▁b y ▁ one ▁f ro m ▁the ▁s ta r t ing ▁f ro m ▁its ▁fi rst ▁r ow ▁to ▁thi rd ▁r ow ▁a nd ▁th at ▁give s ▁a ▁1 2 ▁dimension al ▁vector ▁so ▁we ▁ha ve ▁to ▁m in i m i z e ▁th is ▁no r m ▁a nd ▁si nce ▁no ▁th is ▁s olu tion ▁i s ▁in ▁the ▁projecti ve ▁space ▁a nd ▁i f ▁i ▁t a k e ▁a ▁sc al ed ▁vector ▁al so ▁it ▁i s ▁al so ▁the ▁s olu tion
audio_0_87	▁ ea ch ▁ one ▁i s ▁1 ▁c ro s s ▁ 4 ▁su b ▁matrix ▁b ec a u se ▁n um b er ▁o f ▁element s ▁h ere ▁si nce ▁it ▁i s ▁a ▁projecti on ▁matrix ▁n um b er ▁o f ▁element s ▁i s ▁1 2 ▁c ro s s ▁1
audio_0_20	▁so ▁i f ▁i ▁a pp l y ▁the ▁ k ▁in ve r se ▁x ▁th at ▁me ans ▁i f ▁i ▁multipl y ▁the ▁ ima ge ▁coordinate ▁wi th ▁th is ▁in ve r se ▁o f ▁ca li b ration ▁matrix ▁it ▁wi ll ▁pro v i d e ▁y ou ▁the ▁correspond ing ▁coordinate ▁in ▁the ▁can on ic al ▁form ▁wh i ch ▁me ans ▁no ▁the ▁ ima ge ▁coordinate ▁in ▁the ▁can on ic al ▁form ▁wh ere ▁the ▁f o c al ▁p l a n e ▁i s ▁ at ▁the ▁u n i t ▁ d is ta nce ▁a nd ▁its ▁a x is ▁a re ▁par all e l ▁to ▁the ▁a x is ▁o f ▁the ▁c ame ra ▁cent r ic ▁coordinate ▁s y st em
audio_0_71	▁so ▁it ▁wi ll ▁be ▁w 1 ▁x i ▁trans pose ▁r 2 ▁m inu s ▁y ▁i ▁x i ▁trans pose ▁r 3
